Name,OfficialName,Registry,CountryofOperator,Operator,Users,Purpose,DetailedPurpose,ClassofOrbit,TypeofOrbit,DateofLaunch,ExpectedLifetime
Beidou DW 27,Beidou DW 27,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,1/11/2018,8
Beidou DW 28,Beidou DW 28,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,2/12/2018,8
Beidou DW 29,Beidou DW 29,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,2/12/2018,8
Beidou DW 30,Beidou DW 30,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,3/29/2018,8
Beidou DW 31,Beidou DW 31,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,3/29/2018,8
Beidou DW 32,Beidou DW 32,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,7/9/2018,8
Beidou DW 33,Beidou DW 33,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,7/29/2018,8
Beidou DW 34,Beidou DW 34,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,7/29/2018,8
Beidou DW 35,Beidou DW 35,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,8/24/2018,8
Beidou DW 36,Beidou DW 36,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,8/24/2018,8
Beidou DW 37,Beidou DW 37,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,9/19/2018,8
Beidou DW 38,Beidou DW 38,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,9/19/2018,8
Beidou DW 39,Beidou DW 39,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,10/15/2018,8
Beidou DW 40,Beidou DW 40,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,10/15/2018,8
Beidou DW 41,Beidou DW 41,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,11/1/2018,8
Beidou DW 42,Beidou DW 42,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,11/18/2018,8
Beidou DW 43,Beidou DW 43,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,11/18/2018,8
Beidou DW 44,Beidou DW 44,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,4/20/2019,8
Beidou DW 45,Beidou DW 45,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,5/17/2019,8
Beidou DW 46,Beidou DW 46,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,6/24/2019,8
Beidou DW 49,Beidou 3 IGSO-3,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,11/5/2019,8
Beidou DW 50,Beidou DW 50,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,11/23/2019,8
Beidou DW 51,Beidou DW 51,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,11/23/2019,8
Beidou DW 52,Beidou DW 52,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,12/16/2019,8
Beidou DW 53,Beidou DW 53,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,12/16/2019,8
Beidou DW 55,Beidou DW 55,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,6/23/2020,8
Beidou G3 (Compass G-3),Beidou G3,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,3/9/2020,8
Beidou G4 (Compass G-4),Beidou G4,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,10/31/2010,8
Beidou G5 (Compass G-11),Beidou G5,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,2/24/2012,8
Beidou IGSO-1 (Compass G-5),Beidou IGSO-1,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,7/31/2010,8
Beidou IGSO-2 (Compass G-7),Beidou IGSO-2,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,12/17/2010,8
Beidou IGSO-3 (Compass G-8),Beidou IGSO-3,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,4/9/2011,
Beidou IGSO-4 (Compass G-9),Beidou IGSO-4,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,7/26/2011,8
Beidou IGSO-5 (Compass G-10),Beidou IGSO-5,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,12/1/2011,8
"BeijingGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",BeijinGalaxy-1,China,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,10/27/2005,7
Belintersat-1,Belintersat-1,Belarus,Belarus,Belintersat,Government,Communications,,GEO,,1/15/2016,15
Bird 2 (Bispectral InfraRed Detector 2),Bispectral InfraRed Detector 2 (Bird 2),Germany,Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,Optical Imaging,LEO,Sun-Synchronous,10/22/2001,1.5
BIROS (Bispectral Infrared Optical System),BIROS,Germany,Germany,German Aerospace Center (DLR),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,6/22/2016,
BisonSat (Nwist Qwiqway),BisonSat,NR,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,Optical Imaging,LEO,Non-Polar Inclined,10/8/2015,
BKA 2 (BelKA 2),BKA 2,Belarus,Belarus,National Academy of Sciences,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,7/22/2012,5
BlackSky Global 1,BlackSky Global 1,NR,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/29/2018,
BlackSky Global 2,BlackSky Global 2,NR,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,12/3/2018,
BlackSky Global 3,BlackSky Global 3,NR,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,6/29/2019,
BlackSky Global 4,BlackSky Global 4,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,8/19/2019,
BlackSky Global 7,BlackSky Global 7,NR (12/20),USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,8/7/2020,
BlackSky Global 8,BlackSky Global 8,NR (12/20),USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,8/7/2020,
BlackSky Pathfinder 1,BlackSky Pathfinder 1,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/26/2016,3
Blagovest-11L (Cosmos 2520),Cosmos 2520,Russia,Russia,Ministry of Defense,Military/Commercial,Communications,,GEO,,8/16/2017,15
Blagovest-12L (Cosmos 2526),Cosmos 2526,Russia,Russia,Ministry of Defense,Military/Commercial,Communications,,GEO,,4/18/2018,15
Blagovest-13L (Cosmos 2533),Cosmos 2533,Russia,Russia,Ministry of Defense,Military/Commercial,Communications,,GEO,,12/20/2018,15
Blagovest-14L (Cosmos 2539),Cosmos 2539,Russia,Russia,Ministry of Defense,Military/Commercial,Communications,,GEO,,8/5/2019,15
Bluewalker 1,Bluewalker 1,Lithuania,Lithuania,NanoAvionics,Commercial,Technology Development,,LEO,Sun-Synchronous,4/1/2019,
Bobcat-1,Bobcat-1,NR (12/20),USA,Ohio University,Civil,Earth Science,,LEO,Non-Polar Inclined,11/5/2020,
Brazilsat B-4 (Brasilsat B-4),Brazilsat B-4,Brazil,Brazil,Embratel Star One,Commercial,Communications,,GEO,,8/17/2000,12
"BRICSat-2 (Ballistically Reinforced Communication Satellite, Navy-Oscar-103)",BricSat-2,USA,USA,US Naval Academy Satellite Laboratory,Civil,Technology Development,,Elliptical,,6/25/2019,
BRIO ,BRIO,NR,USA,SpaceQuest,Commercial,Technology Development,,LEO,Sun-Synchronous,12/3/2018,
BRISat,BRISat,Indonesia,Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,,GEO,,6/19/2016,15
BRITE-CA-1 (BRITE Toronto),BRITE-CA-1,NR,Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,,LEO,Sun-Synchronous,6/19/2014,
"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)",BRITE-PL-1,Poland,Multinational,BRITE Consortium,Government,Space Science,,LEO,Sun-Synchronous,11/21/2013,2
"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)",BRITE-PL-2,NR,Multinational,BRITE Consortium,Government,Space Science,,LEO,Sun-Synchronous,8/19/2014,2
BRO-One,BRO-One,China,France,UnseenLabs,Commercial,Earth Observation,Maritime Surveillance,LEO,Non-Polar Inclined,8/19/2019,
BSAT-3A,BSAT-3A,Japan,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,,GEO,,8/14/2007,13
BSAT-3B,BSAT-3B,Japan,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,,GEO,,10/28/2010,15
BSAT-3C/JCSat 110-R,BSAT-3C/JCSat 110-R,Japan,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,8/6/2011,15
BSAT-4A,BSAT-4A,Japan,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,,GEO,,9/29/2017,15
BSAT-4B,BSAT-4B,NR (12/20),Japan,Broadcasting Satellite System Corp.,Commercial,Communications,,GEO,,8/15/2020,15
Buccaneer RMM,Buccaneer RMM,Australia,Australia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,,LEO,,11/18/2017,5
Bufeng-1A,Bufeng-1A,NR,China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/5/2019,
Bufeng-1B,Bufeng-1B,NR,China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/5/2019,
Bugsat-1 (Tita),Bugsat-1,NR,Argentina,Satellogic S.A.,Commercial,Technology Development,,LEO,Sun-Synchronous,6/19/2014,
BulgariaSat-1,BulgariaSat-1,NR,Bulgaria,Bulsatcom,Commercial,Communications,,GEO,,6/23/2017,15
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),Calipso,France,France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,,LEO,Sun-Synchronous,4/28/2006,3
CanX-2 (Canadian Advanced Nanospace experiment),CanX-2,Canada,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,,LEO,Sun-Synchronous,4/28/2008,
CanX-4,CanX-4,NR,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,,LEO,Sun-Synchronous,6/30/2014,
CanX-5,CanX-5,NR,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,,LEO,Sun-Synchronous,6/30/2014,
CanX-7,CanX-7,Canada,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,,LEO,Sun-Synchronous,9/26/2016,
Capella-1 (Denali),Capella-1,NR,USA,Capella Space,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,12/3/2018,
Capella-2 (Sequoia),Capella-2,NR (12/20),USA,Capella Space,Commercial,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,8/31/2020,
CartoSat 1 (IRS P5),CartoSat 1,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,5/5/2005,6
"CartoSat 2 (IRS P7, CartoSat 2AT)",CartoSat 2,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,1/10/2007,5
CartoSat 2A,CartoSat 2A,India,India,Indian Space Research Organization (ISRO),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,4/28/2008,5
CartoSat 2B,CartoSat 2B,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,7/12/2010,5
CartoSat 2C,CartoSat 2C,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,6/22/2016,5
CartoSat 2D,CartoSat 2D,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2/15/2017,5
CartoSat 2E,CartoSat 2E,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,6/22/2017,5
CartoSat 2F,CartoSat 2F,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,1/11/2018,5
CartoSat 3,CartoSat 3,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/27/2019,5
Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Cassiope,NR,Canada,Canadian Space Agency,Government,Earth Science,,LEO,Elliptical,9/29/2013,2
CATSat-1,CATSat-1,NR,USA,Johns Hopkins Applied Physics Laboratory,Government/Civil,Technology Development,,LEO,Non-Polar Inclined,1/31/2019,
CATSat-2,CATSat-2,NR,USA,Johns Hopkins Applied Physics Laboratory,Government/Civil,Technology Development,,LEO,Non-Polar Inclined,1/31/2019,
"CBAS-1 (USA 283, Continuous Broadcast Augmenting SATCOM-1)",USA 283,USA,USA,US Air Force,Military,Communications,,GEO,,4/14/2018,
CBERS 4 (China-Brazil Earth Resources Satellite 4),CBERS 4,NR,China/Brazil,China National Space Administration (China)/National Institute for Space Research (Brazil),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,12/7/2014,3
CBERS 4A (China-Brazil Earth Resources Satellite 4A),CBERS 4A,Brazil,China/Brazil,China National Space Administration (CNSA)/National Institute for Space Research (Brazil),Government,Earth Observation ,Optical Imaging,LEO,Sun-Synchronous,12/21/2019,5
CBNT-1 (Carbonite 1),CBNT-1,NR,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,7/10/2015,
CBNT-2 (Carbonite 2),CBNT-2,United Kingdom,United Kingdom,Earth-i/Surrey Satellite Technology Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,1/11/2018,
CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),CELTEE-1,USA,USA,Air Force Research Laboratory,Military,Technology Development,,LEO,Sun-Synchronous,11/11/2016,
Centauri-1,Centauri-1,Australia,Australia,Fleet Space Technologies,Commercial,Communications,,LEO,Sun-Synchronous,11/29/2018,
Centauri-2,Centauri-2,Australia,Australia,Fleet Space Technologies,Commercial,Technology Development,,LEO,Sun-Synchronous,12/3/2018,
Centispace-1-S1,Centispace-1-S1,China,China,Beijing Future Navigation Technology Co. Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,9/29/2018,
CeReS (Compact Radiation belt Explorer),CeReS,NR,USA,NASA Goddard Space Flight Center,Government,Space Science,,LEO,Polar,12/16/2018,
CE-SAT-1 (Canon Electric Satellite 1),CE-SAT-1,Japan,Japan,Canon Electronics ,Commercial,Technology Development,Optical Imaging,LEO,Sun-Synchronous,6/22/2017,
CE-SAT-2B (Canon Electric Satellite 2B),CE-SAT-2B,NR (12/20),Japan,Canon Electronics ,Commercial,Technology Demonstration,Optical Imaging,LEO,Sun-Synchronous,10/28/2020,2
CFESat (Cibola Flight Experiment Satellite),CFESat,USA,USA,Los Alamos National Laboratory,Government,Technology Development,,LEO,Non-Polar Inclined,3/9/2007,
CFOSat (China-France Oceanography Satellite),CFOSat,China,China/France,China National Space Administration (CNSA)/National Centre for Space Studies (CNES),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,10/28/2018,3
Chandra X-Ray Observatory (CXO),Chandra X-Ray Observatory (CXO),USA,USA,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,,Elliptical,Deep Highly Eccentric,7/23/1999,5
Changshagaoxin (TY 4-01),Changshagaoxin ,NR,China,Spacety Aerospace Company,Commercial,Technology Development,,LEO,Sun-Synchronous,10/29/2018,
Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),Chao Fenbianlu,China,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation ,Multi-Spectral Imaging,LEO,Sun-Synchronous,12/21/2016,
Chefsat (Cost-effective High E-Frequency Satellite),Chefsat,USA,USA,Naval Research Laboratory,Military,Technology Development,,LEO,Non-Polar Inclined,12/7/2017,
Chefsat-2 (Cost-effective High E-Frequency Satellite),Chefsat-2,USA,USA,Naval Research Laboratory,Military,Technology Development,,LEO,Non-Polar Inclined,2/13/2019,
CHEOPS (CHaracterising ExOPlanet Satellite),CHEOPS,ESA,ESA,European Space Agency (ESA),Government,Space Science,,LEO,Sun-Synchronous,12/18/2019,5
CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer),CHOMPTT,NR,USA,University of Florida,Government/Civil,Technology Development,,LEO,Polar,12/16/2018,
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)",Chuangxin 1-1,China,China,Chinese Academy of Sciences,Government,Communications,,LEO,Sun-Synchronous,10/21/2003,
Chuangxin 1-2 (Innovation 1-2),Chuangxin 1-2,China,China,Chinese Academy of Sciences,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,11/5/2008,
Chuangxin 1-3 (Innovation 1-3),Chuangxin 1-3,China,China,Chinese Academy of Sciences,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,11/20/2011,
Chuangxin 1-4 (Innovation 1-4),Chuangxin 1-4,China,China,Chinese Academy of Sciences,Government,Earth Observation,Optical Imaging/Meterology,LEO,Sun-Synchronous,9/4/2014,
Chuangxin-3,Chuangxin-3,China,China,Chinese Academy of Sciences,Government,Technology Development,,LEO,Sun-Synchronous,7/19/2013,
ChubuSat 1 (Kinshachi-1),ChubuSat 1,NR,Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,,LEO,Sun-Synchronous,11/6/2014,
ChubuSat 2 (Kinshachi-2),ChubuSat 2,NR,Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,,LEO,,2/17/2016,
ChubuSat 3 (Kinshachi-3),ChubuSat 3,Japan,Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,,LEO,,2/17/2016,
Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10),Cicero-10,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Polar,11/10/2018,
Cicero-2,Cicero-2,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Sun-Synchronous,7/14/2017,
Cicero-3,Cicero-3,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Sun-Synchronous,7/14/2017,
Cicero-6 (Community Initiative for Cellular Earth Remote Observation-6),Cicero-6,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Sun-Synchronous,6/23/2017,
Cicero-7 (Community Initiative for Cellular Earth Remote Observation-7),Cicero-7,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Sun-Synchronous,1/11/2018,
Cicero-8 (Community Initiative for Cellular Earth Remote Observation-8),Cicero-8,NR,USA,GeoOptics Inc.,Commercial,Earth Observation,Meteorology,LEO,Sun-Synchronous,11/29/2018,
Ciel-2,Ciel-2,Canada,Canada,Ciel Satellite Group,Commercial,Communications,,GEO,,12/10/2008,15
"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",CINEMA-1,USA,USA,University of California-Berkeley/Imperial College-London,Civil,Space Science,,LEO,Non-Polar Inclined,9/13/2012,
CIRiS (Compact Radiometer in Space),CiRiS,USA,USA,Utah State University,Commercial/Civil,Technology Development,,LEO,Non-Polar Inclined,1/31/2020,
CLIO (USA 257),USA 257,USA,USA,Unknown US agency,Military,Communications,,GEO,,9/16/2014,
Cloudsat,Cloudsat,USA,USA,National Aeronautics and Space Administration (NASA)/Colorado State University,Government/Civil,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,4/28/2006,2
CMS-1 (GSAT 12R),CMS-1,NR (12/20),India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,12/17/2020,15
Compass-2 (QB50-DE04),Compass-2,Belgium,Germany,FH Aachen,Government/Civil,Technology Development,,LEO,Sun-Synchronous,6/23/2017,
"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",COMS-1,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation/Communications,Optical Imaging/Meteorology,GEO,,6/26/2010,
COMSATBw-1 (COmmunications SATellite für BundesWehr),COMSATBw-1,Germany,Germany,Armed Forces,Military,Communications,,GEO,,10/1/2009,15
COMSATBw-2 (COmmunications SATellite für BundesWehr),COMSATBw-2,Germany,Germany,Armed Forces,Military,Communications,,GEO,,5/21/2010,15
Condor E2,Condor E2,NR,South Africa,Armed Forces,Military,Earth Observation,Radar Imaging,LEO,Polar,12/19/2014,
Coriolis (Windsat),Coriolis,USA,USA,US Air Force/ US Navy/NASA,Military,Earth Observation,,LEO,Sun-Synchronous,1/6/2003,3
CORVUS BC1 (Landmapper),CORVUS BC1,USA,USA,Astro Digital,Commercial,Earth Observation,,LEO,Sun-Synchronous,7/12/2017,
CORVUS BC2 (Landmapper),CORVUS BC2,USA,USA,Astro Digital,Commercial,Earth Observation,,LEO,Sun-Synchronous,7/12/2017,
CORVUS BC3 (Landmapper),CORVUS BC3,USA,USA,Astro Digital,Commercial,Earth Observation,,LEO,Sun-Synchronous,1/12/2018,
CORVUS BC4 (Landmapper),CORVUS BC4,USA,USA,Astro Digital,Commercial,Earth Observation,,LEO,Sun-Synchronous,12/3/2018,
CORVUS BC5 (Landmapper),CORVUS BC5,NR (12/20),USA,Astro Digital,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/20/2020,
"COSMIC 2-1 (COSMIC FM-1, Formosat 7A)",COSMIC 2-1,NR,Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/25/2019,5
"COSMIC 2-2 (COSMIC FM-2, Formosat 7B)",COSMIC 2-2,NR,Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/25/2019,5
"COSMIC 2-3 (COSMIC FM-3, Formosat 7C)",COSMIC 2-3,NR,Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/25/2019,5
"COSMIC 2-4 (COSMIC FM-4, Formosat 7D)",COSMIC 2-4,NR,Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/25/2019,5
"COSMIC 2-5 (COSMIC FM-5, Formosat 7E)",COSMIC 2-5,NR,Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,Non-Polar Inclined,6/25/2019,5
